Feature	 Category 	 Polarity 
service friendly quick	service	good
service friendly	service	good
rogers cup instead	meal	neutral
looking foodie	food	neutral
not_buttery greasy	food	good
french toast menu	menu	neutral
not_salads definitely	dish	neutral
dishes dinner popcorn	meal	neutral
menu 're	menu	neutral
not_come lunch time	meal	neutral
not_flaky buttery	food	good
not_dishes assume long	dish	neutral
lahmajoun meat pie	food	neutral
visiting brunch	meal	neutral
swiss cheese lettuce	food	neutral
dining cost	cost	neutral
soup rich	dish	good
great food service	food	good
necessarily special	dish	neutral
not_choco-banana cake	dish	neutral
not_couscous salad	dish	neutral
pricier brunch	meal	bad
service cordial	service	neutral
not_brunching-the chocolate pizza	meal	neutral
share instead getting	meal	neutral
service absolutely appalling	service	bad
fresh fruit salad	dish	good
egg custard pies	dish	neutral
authentically venezuelan food	food	neutral
tea bingsoo	meal	neutral
not_fresh food disgrace	food	neutral
not_nice service prompt	service	bad
smoked boar sauerkraut	dish	neutral
instead la	meal	neutral
tea bingsoos	meal	neutral
not_chicken place plateau	meal	neutral
treated staff favor	staff	good
not_cheese hazelnut	food	neutral
chocolate hazelnut	food	neutral
sweet coconut flavor	food	good
cake macaroon	dish	neutral
not_chocolate filling already	food	neutral
lunch 've	meal	neutral
savoury meal	meal	neutral
amazingly meat blacker	food	good
great service traveling	service	good
not_already lunch	meal	neutral
curry classic	dish	good
actual food tasting	food	neutral
not_breakfast n't	meal	neutral
bite eat	meal	neutral
fondue good portion	dish	good
not_brunch soft	meal	bad
charge extremely rude	cost	bad
really friendly staff	staff	good
great lunch spot	meal	good
tea sometimes disappointed	meal	bad
tea pretty yummy	meal	good
civil customer service	service	neutral
not_meat light	food	neutral
breakfasty bowl goodness	meal	good
not_true food menu	menu	neutral
flaky buttery bread	food	bad
delicious chocolate	food	good
instead moving	meal	neutral
serve instead seating	meal	neutral
not_applesauce added bit	dish	neutral
exceptional brunch	meal	good
breakfast amazing	meal	good
price fresh	cost	good
not_meal n't expensive	meal	good
not_little snack eat	meal	neutral
non-chocolate food well	food	good
knowledgeable staff serving	staff	good
not_brazilian food	food	neutral
good look menu	menu	good
not_fish die justice	food	good
quite impressed meal	meal	good
toffu mixt simili-meat	food	neutral
not_butter exciting egg	food	bad
service polite	service	good
buttery dough	food	neutral
service atmosphere nice	service	good
many food	food	neutral
convert food	food	neutral
not_bit overpriced	cost	good
food arriving perhaps	food	neutral
rice salad	dish	neutral
real food	food	neutral
enough food	food	good
chocolate big	food	neutral
breakfast saturday	meal	neutral
nearly satisfying breakfast	meal	good
salad dressing ok	dish	neutral
green salad blt	dish	neutral
brownies fondue hot	dish	good
not_crazy service	service	good
complain brunch	meal	bad
service day	service	neutral
not_traditional breakfast place	meal	neutral
lunch visiting	meal	neutral
new brunch discovery	meal	neutral
excellent salad	dish	good
not_menu full	menu	neutral
pad thai salad	dish	neutral
chocolate little	food	neutral
chocolate purist s'more	food	neutral
not_salad rather interesting	dish	bad
spectacular- brunch cartet	meal	neutral
salad fruit skewer	dish	neutral
price paying	cost	neutral
breakfast including	meal	neutral
not_food wine	food	neutral
whole dish	dish	neutral
eggs choice meat	food	neutral
points card collect	dish	neutral
not_eating yogurt	food	neutral
brunch sooo good	meal	good
service delicious	service	good
food completely worth	food	good
meal totally wrong	meal	bad
not_busy food	food	neutral
not_cheese n't	food	neutral
prices tasty	cost	neutral
brunch way weekend	meal	neutral
nice lunch	meal	good
not_regret staff	staff	good
food- get	food	neutral
well salads	dish	good
not_fries salad	dish	neutral
tasty filling dinner	meal	neutral
not_chocolately gooey	food	neutral
croissant goat cheese	food	neutral
eggs cheese	food	neutral
grilled cheeses-	food	neutral
variety chocolate-related	food	good
salad well large	dish	good
lunch spot day	meal	neutral
bite salmon	meal	neutral
fabulous breakfast/brunch joint	meal	good
brunch alot selection	meal	neutral
staff especially helpful	staff	good
spaghetti pasta salmon	dish	neutral
not_bite go	meal	neutral
not_meal think awesome	meal	bad
especially traveling	dish	neutral
meal small park	meal	neutral
really great tea	meal	good
not_think meat	food	neutral
friendly service must-stop	service	good
not_simple buttery croissant	food	neutral
combinations cheese	food	neutral
white chocolate	food	neutral
not_pricey 're	cost	good
balls chocolate sauce	food	neutral
small breakfast liking	meal	good
choices especially recommend	dish	good
not_describe yogurt	food	neutral
really like chocolate	food	good
not_crepes chocolateyes	food	neutral
chickpea salad	dish	neutral
prices pretty cheap	cost	neutral
price unbelivable	cost	neutral
little price	cost	neutral
service welcoming	service	neutral
massive menu	menu	neutral
disappointed chock	dish	bad
shish kabob cute	dish	good
olive oil cake	dish	neutral
vegan food	food	neutral
not_pourovers disappoint	dish	good
exclusively bubble tea	meal	neutral
sandwich menu number	menu	neutral
green tea ginger	meal	neutral
not_bubble tea place	meal	neutral
quick point	dish	neutral
not_brunch line door	meal	neutral
breakfast pretty good	meal	good
meal shopping	meal	neutral
nice team	meal	good
brunches late	meal	neutral
custard filling delicious	dish	good
nuts chocolate highly	food	neutral
expensive chocolate	food	bad
recommend breakfast brunch	meal	good
mean breakfast sandwich	meal	neutral
beverages plan picnic	meal	neutral
coffee/tea/juicemust try	meal	neutral
ideas soups	dish	neutral
teas extremely sweet	meal	good
late lunch place	meal	neutral
rather disappointing experience	dish	bad
fries pricey	cost	bad
salad salivate thinking	dish	neutral
really decent meal	meal	good
breakfast recent	meal	neutral
pancakes boyfriend	dish	neutral
boutique lively brunch	meal	good
service genuine	service	good
salad dinner roll	meal	neutral
quality food service	food	neutral
blts tempeh coconut	food	neutral
including soup	dish	neutral
not_food decent	food	bad
not_food fine	food	bad
not_bubble tea	meal	neutral
not_australian meat	food	neutral
nicely dish filling	dish	good
not_different menu breakfast	meal	neutral
fast courteous service	service	good
sausage frittata	dish	neutral
greasy-and-delicious-barbeque-chicken smell coming	dish	bad
dead winter produce	food	bad
foods go well	food	good
great servicegreat foodgood	food	good
not_amazing brunch	meal	bad
meal filling	meal	neutral
food fantastic	food	good
good place breakfast/brunch	meal	good
rich chocolate ganache	food	good
atlantic brunch plate	meal	neutral
wrong breakfast/brunch	meal	bad
good salad	dish	good
not_extra cheese	food	neutral
favorite soup	dish	good
teas puretea	meal	neutral
informative menu	menu	neutral
eastern food	food	neutral
not_food 're	food	neutral
stop lunch	meal	neutral
decent meal smoothie	meal	good
veggie feta cheese	food	neutral
olive gourmando lunch	meal	neutral
breakfast hot	meal	good
enjoy meal	meal	good
really pricey brunch	meal	bad
last meal request	meal	neutral
ubered place lunch	meal	neutral
house special	dish	neutral
salad misnomer	dish	neutral
anyway salad	dish	neutral
not_explaining menu	menu	neutral
twice tried chocolate	food	neutral
vast menu	menu	neutral
illegal chocolate waffle	food	bad
early beat lunch	meal	neutral
not_service attentive	service	bad
price creative	cost	good
not_food maybe next	food	neutral
cheeses hummus	food	neutral
wonderful breakfast croissant	meal	good
brunch 've long	meal	neutral
green tea cake	meal	neutral
date pudding	dish	neutral
cakes 've good	dish	good
waiting meal	meal	neutral
not_yet perfect service	service	bad
sweet-potato-curry-vegetarian pie lentil	dish	neutral
plain chocolate	food	neutral
products lunch	meal	neutral
enough price	cost	good
not_great food	food	bad
go dinner	meal	neutral
steep brunch	meal	bad
food awesome	food	good
menu mainly eggs	menu	neutral
food really good	food	good
not_food tasty	food	neutral
salad asian	dish	neutral
chocolate croissant	food	neutral
cup tea wife	meal	neutral
small food market	food	neutral
lunch really disappointing	meal	bad
eating meal	meal	neutral
fantastic brunch	meal	good
not_meat evident	food	neutral
east couscous merguez	dish	neutral
glad food cauliflower	food	good
nice spot brunch	meal	good
not_'re meat	food	neutral
brunch quite good	meal	good
green tea drink	meal	neutral
cheese egg crepe	food	neutral
keen food	food	good
decent chocolate	food	good
cheese pesto chicken	food	neutral
amazing breakfast	meal	good
sweet egg custard	dish	good
montreal service	service	neutral
soup fantastic	dish	good
fondue really good	dish	good
service large	service	neutral
compare price product	cost	neutral
not_anything menu n't	menu	neutral
affordable price	cost	good
definitely cheese croissant	food	neutral
rude service	service	bad
omelettes empanadas delicious	dish	good
service top	service	good
slow service get	service	bad
green tea orange	meal	neutral
chocolate danish	food	neutral
service manakeesh	service	neutral
coconut savoury	food	neutral
lentil soup veggie	dish	neutral
good bread loaf	food	good
not_chocolate pizza n't	dish	neutral
menu looking forward	menu	neutral
laughing chocolate	food	neutral
salad delicious	dish	good
lunch nice	meal	good
specialties chicken always	dish	neutral
chocolate perfect	food	good
not_chicken good meat	food	bad
soup nice	dish	good
soft counterpoint	dish	good
particular food truck	food	neutral
pretty standard price	cost	good
partdecent foodfriendly	food	neutral
not_bubble tea 've	meal	neutral
vegetables menu	menu	neutral
not_croissants chocolate	food	neutral
small dish	dish	neutral
prices little expensive	cost	bad
awkward start meal	meal	bad
especially 've	dish	neutral
hot chocolate thick	food	good
staff rather aloof	staff	bad
cheese speck slow	food	bad
salads really good	dish	good
snacks negative	meal	bad
not_real food	food	neutral
perfect brunch spot	meal	good
not_chocolate pizza-	dish	neutral
sweet brkfst meal	meal	good
saturday lunch	meal	neutral
not_even brunch	meal	neutral
not_chocolates happy	food	bad
not_vegan food	food	neutral
prices creeping insanely	cost	bad
delicious point rhubarb	dish	good
lunch culinary	meal	neutral
lunch couple	meal	neutral
green tea strawberry	meal	neutral
snacking area	meal	neutral
not_n't full meal	meal	neutral
first bite	meal	neutral
disappointed beef sandwich	dish	bad
not_eaten meal	meal	neutral
right consistency lunch	meal	good
yet terrible food	food	bad
actual cheesecake	dish	neutral
especially pay	dish	neutral
lunch day	meal	neutral
dish morning bread	dish	neutral
dish filling	dish	neutral
goods snacking	meal	neutral
lunchtime line hell	meal	bad
middle-eastern meat pie	food	neutral
not_small snack muffin	meal	neutral
cake really	dish	neutral
instead getting stuffed	meal	neutral
prompt service	service	good
light dinner	meal	neutral
chocolate huge	food	neutral
unique food	food	neutral
creative menu	menu	good
hummus yogurt	food	neutral
want breakfast	meal	neutral
cake fruit	dish	neutral
banana/coconut bread	food	neutral
aspect meal	meal	neutral
good light lunch	meal	good
great service perfect	service	good
prices affordable	cost	good
cost extra	cost	neutral
lunch thinking	meal	neutral
not_wild meat	food	good
never disappoint	dish	bad
probably memorable lunch	meal	good
especially considering fact	dish	neutral
food atmosphere fantastic	food	good
huge 'meaty sandwich	food	neutral
chocolate pecan	food	neutral
delicious food trendy	food	good
good pricey	cost	neutral
pleasant staff	staff	good
not_meal waiter realizing	meal	neutral
price excellent	cost	good
not_prices bad	cost	good
team really appreciate	meal	good
snacks get next	meal	neutral
service extremely friendly	service	good
coconut bacon	food	neutral
warning dinner	meal	bad
not_decent service pay	service	bad
meat lover hard	food	neutral
brunch coming nyc	meal	neutral
breakfast tasty	meal	neutral
food hot	food	good
delicious brunch bevie	meal	good
short food	food	neutral
brunch lucky	meal	good
weekends brunch	meal	neutral
tea great	meal	good
bland service	service	bad
beautiful brunch spot	meal	good
meat taco	dish	neutral
snack great	meal	good
service poor	service	bad
lunch sometimes dinner	meal	neutral
support chocolate market	food	good
pasta much	dish	neutral
not_wrong food	food	good
brunch le cartet	meal	neutral
pricey bubble	cost	bad
menu sooo	menu	neutral
not_places serving brunch	meal	neutral
buttery tasty fluffy	food	neutral
assortment meat	food	neutral
vegan meal	meal	neutral
great food	food	good
soo good price	cost	good
really impressed gateau	meal	good
quite bland service	service	bad
food next	food	neutral
bite hotel something	meal	neutral
salad soda	dish	neutral
staff extremely rude	staff	bad
not_salad really good	dish	bad
green salad	dish	neutral
meh side salad	dish	neutral
hamburgers pitas pizzas	dish	neutral
twice brunch sister	meal	neutral
felt stealing	meal	bad
come salad	dish	neutral
whole service explaining	service	neutral
alley bj price	cost	neutral
latte+friendly staff+free wi-fi	staff	neutral
russian food selection	food	neutral
breakfast read	meal	neutral
tea loose	meal	bad
standard brunch	meal	neutral
dishes pretty meh	dish	good
not_long staff	staff	neutral
healthy menu food	menu	good
-pricey breakfast	meal	neutral
food consistent	food	good
not_big brunch bananas	meal	neutral
produce really interesting	food	good
brunch generous	meal	good
good ham cheese	food	good
slightly pricey side	cost	bad
flakely buttery melt-in-your-mouth	food	neutral
prices unbeatable	cost	good
custard thing	dish	neutral
disappointment-too spicy	dish	neutral
not_staff extremely helpful	staff	bad
peanut butter	food	neutral
good afterwork snack	meal	good
food generic	food	neutral
however meat day	food	neutral
staff unique	staff	neutral
jams chocolate	food	neutral
not_filling breakfast	meal	neutral
lots cheese nom	food	neutral
dish salty	dish	neutral
special blend	dish	neutral
kosmos dish	dish	neutral
crepe meal salmon	meal	neutral
bring food	food	neutral
must-go lunch spot	meal	neutral
not_nothing special	dish	neutral
typical breakfast place	meal	neutral
not_avocado cheese	food	neutral
exceptions pricey	cost	bad
food always amazing	food	good
old montreal lunch	meal	neutral
light bite	meal	neutral
dfinishing meal	meal	neutral
unfortunately disappointing	dish	bad
brunch 've	meal	neutral
menu highly recommended	menu	good
sweets spread	meal	neutral
personal favourite meal	meal	neutral
cheese pie	food	neutral
cheese chorizo fig	food	neutral
vibe good food	food	good
probably favorite breakfast	meal	good
service friendly slight	service	good
dinner second	meal	neutral
fantastic coffee food	food	good
fancy special	dish	good
cheese plastic	food	neutral
brunch sister chocolate	meal	neutral
yum speedy service	service	good
price real	cost	neutral
not_n't busy food	food	neutral
half price	cost	neutral
meal prepared	meal	neutral
not_definitely enough food	food	bad
not_dish far savory	dish	neutral
pizzas good	dish	good
sandwiches salad	dish	neutral
not_bad brunch	meal	good
favorite breakfast/brunch/lunch	meal	good
delicious brunch	meal	good
long golden buttery	food	good
finger pointing good	dish	good
back lovely meal	meal	good
staff amazingly helpful	staff	good
pudding stuff	dish	neutral
outstanding sunday brunch	meal	good
good snack trip	meal	good
not_cake something	dish	neutral
chicken-cranberry salad	dish	neutral
price really good	cost	good
chocolates variety	food	good
eating salad	dish	neutral
especially go group	dish	neutral
quick delicious breakfast	meal	good
early-morning breakfast brunch	meal	neutral
not_flaky custardy raisiny	dish	good
salad salmon cake	dish	neutral
devour cheese	food	neutral
top chocolate brownie/cake	dish	good
donuts tea	meal	neutral
coconut french	food	neutral
friendly service	service	good
cheeses- extremely delicious	food	good
extra charge	cost	neutral
offer menu	menu	neutral
not_choose food	food	neutral
not_wonderful food think	food	bad
ambiance good staff	staff	good
not_sauce side salad	dish	neutral
delicious sandwich menu	menu	good
place salad	dish	neutral
not_pizzas good	dish	bad
salad ask	dish	neutral
staff friendly welcoming	staff	good
little breakfast place	meal	neutral
dinner small	meal	neutral
meals late	meal	neutral
not_food rich	food	bad
classic chocolate	food	good
extremely chocolatey	food	neutral
tea excellent	meal	good
beignet special	dish	neutral
not_normal part meal	meal	neutral
normal breakfast	meal	neutral
cake nice	dish	good
casual staff	staff	neutral
not_cheese burger	food	neutral
serving staff	staff	neutral
savory menu	menu	neutral
tea regular	meal	neutral
blueberryies yogurt	food	neutral
awesome many food	food	good
not_food n't bad	food	good
great food 're	food	good
food unbeatable	food	good
food delicious	food	good
staff amazing	staff	good
not_sweets menu finally	menu	neutral
menu pretty good	menu	good
not_toasts applesauce	dish	neutral
not_dinners breads	meal	neutral
not_apparently eating meat	food	neutral
waffles chocolate	food	neutral
service nice friendly	service	good
not_pizza awesome-the	dish	neutral
love meat	food	good
outstanding lunch	meal	good
food 'm brazilian	food	neutral
not_reviewing food	food	neutral
busy lunch time	meal	neutral
snacks delicious	meal	good
stuffs cheese	food	neutral
prices cheap	cost	bad
not_even single bite	meal	neutral
excellent friend service	service	good
teaspoon full	meal	neutral
delicious staff	staff	good
petite custard	dish	neutral
breakfast good	meal	good
overwhelming spread thickly	meal	bad
not_anything brunch-	meal	neutral
pistachio cake fruit	dish	neutral
friday-saturday dark dinner	meal	bad
soup hand	dish	neutral
big foodie craving	food	neutral
first hesitant menu	menu	bad
brunch especially skewer	meal	neutral
chocolate ice	food	neutral
food fast courteous	food	good
service still brilliant	service	good
not_buttery complete	food	neutral
chocolate pizza	dish	neutral
not_'m meat	food	neutral
service friendly atmosphere	service	good
tea go	meal	neutral
not_full meal	meal	neutral
dishes taste	dish	neutral
zing barbecue	dish	neutral
delicious breakfast meat	meal	good
not_croissants almond-chocolate	food	neutral
not_definitely disappointed	dish	good
mean pizzas	dish	neutral
fantastic menu	menu	good
diner-style food	food	neutral
vegan cheese	food	neutral
efficient service	service	good
fast-food donut	food	neutral
food still fabulous	food	good
extremely helpful service	service	good
not_read menu	menu	neutral
side salad	dish	neutral
brunch friend	meal	neutral
cheese spinach ricotta	food	neutral
not_terms reviewing	cost	neutral
wonderful flavor bite	meal	good
especially helpful	dish	good
consistently disappointed taste	dish	neutral
not_fantastic food lunch	meal	bad
understand tea	meal	neutral
favorite meal	meal	good
menu blend	menu	neutral
not_half cost	cost	neutral
trendy fare price	cost	good
service deplorable	service	bad
possible dinner	meal	neutral
tea much	meal	neutral
soup 've ever	dish	neutral
meal fresh	meal	good
not_white chocolate dip	food	neutral
not_meat n't	food	neutral
come lunch	meal	neutral
sweet potato curry	dish	good
chocolate butter overload	food	neutral
brunch incredible	meal	good
pricey place exception	cost	bad
wide selection brunch	meal	neutral
damn cost	cost	bad
good tortilla soup	dish	good
not_meal sweet	meal	bad
big breakfast tempeh	meal	neutral
next lunch mention	meal	neutral
breakfast visit montreal	meal	neutral
healthy bite eat	meal	good
ham cheese	food	neutral
excellent meal service	meal	good
staff excellent	staff	good
oils kusmi teas	meal	neutral
not_meats great	food	bad
not_cons price-wise	cost	good
custard pastry	dish	neutral
easy breezy breakfast	meal	good
mild goat cheese	food	neutral
not_et chocolate much	food	neutral
favorite place lunch	meal	good
not_good vegan food	food	bad
ambiance especially variety	dish	good
food fresh	food	good
lunch menu	meal	neutral
little long brunch	meal	neutral
valrhona chocolate	food	neutral
not_meat-eating lunch mate	meal	neutral
late breakfast sandwich	meal	neutral
much fast food	food	good
french toast yogurt	food	neutral
especially brunch	meal	neutral
chili blt	dish	neutral
overpowering meat	food	neutral
food nice	food	good
not_faux-mage uncheesecake	dish	neutral
cheese cachito	food	neutral
dishes averaging	dish	neutral
food pretty close	food	good
not_brunch n't	meal	neutral
simple breakfast	meal	neutral
amazing food	food	good
tasty salad	dish	neutral
marble pound cake	dish	neutral
salad long long	dish	neutral
menu much	menu	neutral
chocolates specialty teas	meal	neutral
really good food	food	good
green tea bingsoo	meal	neutral
cheese free	food	good
not_food rim	food	neutral
not_charming staff	staff	bad
service friendly attentive	service	good
food maybe standard	food	neutral
great place lunch	meal	good
mtl fish	food	neutral
perhaps much chocolate	food	neutral
cakes even chocolate	dish	neutral
carrot cake soooooo	dish	neutral
lunch break	meal	bad
veggie butter amazing	food	good
not_whole menu tend	menu	neutral
cheese bagel	food	neutral
cheese reuben	food	neutral
not_first dish	dish	neutral
definitively enough lunch	meal	good
white chocolate crepe	food	neutral
dense buttery center	food	bad
sexy chocolate drink	food	good
service quite friendly	service	good
nutella chocolate aspect	food	neutral
breakfast olive	meal	neutral
early lunch/late breakfast	meal	neutral
not_top yummy service	service	bad
not_lunch spot	meal	neutral
menu simple	menu	neutral
butter wild	food	bad
lunch 've ever	meal	neutral
salad hot	dish	good
good service quick	service	good
huge fan staff	staff	neutral
busy mess	meal	bad
not_sticky menus	menu	good
menu really awesome	menu	good
memorable lunch trip	meal	good
staff friendly helpful	staff	good
salad con	dish	neutral
food decent	food	good
disappointed walk home	dish	bad
healthy food	food	good
tea top	meal	good
table staff welcoming	staff	neutral
recommended chocolate cake	dish	good
not_message special	meal	neutral
coconut rum	food	neutral
not_choices menu	menu	neutral
wonderful food	food	good
practically bite size	meal	neutral
smoothies pancakes brunch	meal	neutral
rich valrhona chocolate	food	good
salad dressing	dish	neutral
chili good	dish	good
valharona chocolate	food	neutral
undisputed food provider	food	good
bread pudding	dish	neutral
special morning	dish	neutral
evening snack	meal	neutral
not_friendly chill service	service	neutral
menu fresh	menu	good
staff friendly dvd	staff	good
not_-good brunching-the	meal	neutral
not_sometimes meal	meal	neutral
busy meal	meal	neutral
perfect place breakfast	meal	good
extremely cheesy service	service	bad
popular chocolate dessert	food	good
lunch stick	meal	neutral
food absolutely fantastic	food	good
not_bingsoo disappointed	dish	good
morning brunch-	meal	neutral
service know	service	neutral
+chai tea	meal	neutral
not_food accommodating	food	neutral
good restaurant breakfast	meal	good
not_friendly staff	staff	bad
not_exact price meal	meal	neutral
awesome food	food	good
final dish le	dish	neutral
not_cake first	dish	neutral
service pretty nonexistent	service	neutral
flaky buttery	food	bad
meals old	meal	neutral
not_filling food	food	neutral
cake fantastic	dish	good
meals cheap	meal	bad
delicious coffee tea	meal	good
foods wasnt	food	neutral
comfortable service	service	good
favorite definitely cheese	food	good
mess olive	meal	bad
food usual	food	neutral
front chocolate shop	food	neutral
prices due	cost	neutral
affordable food	food	good
somewhere especially cold	dish	bad
back good food	food	good
yummy dish	dish	neutral
white crepe brunch	meal	neutral
brunch weekend	meal	neutral
not_meal good	meal	bad
meals involving	meal	neutral
breakfast montreal	meal	neutral
pricey side	cost	bad
great food drink	food	good
next day brunch	meal	neutral
yogurt chicken	food	neutral
special hash	dish	neutral
delicious service excellent	service	good
aside brunch sucré	meal	neutral
including meat	food	neutral
want chocolate everything	food	neutral
chocolate-themed restaurant	food	neutral
meal dont	meal	neutral
simple salad	dish	neutral
solid brunch	meal	good
cheese dine	food	neutral
lebanese food	food	neutral
not_chocolate really sure	food	neutral
chocolate tasty	food	neutral
fruit salad	dish	neutral
perhaps special occasion	dish	neutral
staff good	staff	good
well chocolate spread	meal	good
terms taste generous	cost	good
full breakfast go	meal	neutral
go-to place brunch	meal	neutral
good service know	service	good
special twist	dish	bad
food visually pleasing	food	good
not_salad rice	dish	neutral
